Timestamp,What is your gender?,What is your marital status?,Have you ever failed an academic course/module at university?,"How satisfied are you with your learning environment at the Faculty?
",Are you satisfied with your home environment for studying?,What is your Age?,What is your Academic Year?,What is your degree programme.,Competition with my peers for grades is quite intense,I feel my lecturers are very strict and often point out mistakes in my work,My lecturers expect more from me than I can realistically do.,The unrealistic expectations of my parents stress me out.,"The time allocated for lectures, laboratory sessions, and independent study is enough for me to manage my academic workload effectively.  ",The size of the curriculum (workload) is excessive.,I believe that the amount of work assignments is too much.,I am unable to catch up if I fall behind in my work.,I have enough time to relax after completing my academic work. ,The examination questions are usually difficult.,The allocated examination duration is too short for me to complete my answers properly.,Examination periods are very stressful to me.,I am confident that I will be a successful student. ,I am confident that I will be successful in my future career. ,I find it easy to make academic decisions. ,I fear failing courses/modules this year.,I think that my worry about examinations is weakness of character.,"Even if I pass my exams, I am worried about getting a job"
3/17/2026 14:14:26,Male,• Single,• Three or more times,Neither satisfied nor dissatisfied,• No,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,4,4,2,3,2,2,4,3,2,2,2,3,3,4,3,2,3
3/17/2026 14:15:19,Female,• Single,• Once or twice,Very satisfied,• No,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,2,3,4,2,2,2,3,3,2,2,3,3,2,2,3,3
3/17/2026 14:17:04,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,4,1,4,2,2,3,4,2,3,2,3,3,3,2,2,3
3/17/2026 14:18:04,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,4,3,4,2,2,2,4,2,3,2,3,4,2,2,2,2
3/17/2026 14:19:04,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,3,4,3,4,2,1,2,4,3,3,1,2,2,3,3,2,3
3/17/2026 14:19:58,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,2,5,5,3,3,2,3,3,3,2,3,2,3,3,3,2,3,2
3/17/2026 14:20:57,Male,• Married,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,4,4,3,3,2,1,4,3,2,3,3,4,3,3,3,3,3
3/17/2026 14:23:27,Male,• Single,• Once or twice,Satisfied,• No,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,5,2,4,2,2,2,4,2,3,2,1,2,2,4,3,3
3/17/2026 14:24:23,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,1,2,2,2,3,2,2,3,3,3,2,3,3,3,2,3,3,4
3/17/2026 14:26:11,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,2,2,4,2,3,2,2,3,3,2,2,2,3,3,4,2,2,3
3/17/2026 14:26:59,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,4,4,2,4,2,2,2,4,2,2,2,3,3,2,2,2,3
3/17/2026 14:27:59,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,3,2,4,2,4,2,4,2,4,3,3,2,3,3,3,2,2,3
3/17/2026 14:29:29,Female,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,4,3,2,2,4,2,3,2,3,2,3,3,3,3,3,2
3/17/2026 14:31:08,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,2,2,3,2,2,2,1,3,3,3,3,4,3,2,2,1
3/17/2026 14:32:57,Female,• Single,• Never,Very satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,4,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2
3/17/2026 14:41:30,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,3,4,3,2,2,2,3,2,3,2,2,3,3,2,2,4
3/17/2026 14:42:23,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,4,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3
3/17/2026 14:43:41,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,2,2,3,3,2,3,3,2,4,2,3,2,3,2,2,2
3/17/2026 14:44:34,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,5,4,3,2,2,3,2,2,2,2,3,2,2,2,2,2
3/17/2026 14:45:47,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,2,2,2,3,4,2,3,3,4,2,3,3,2,4,2,2
3/17/2026 14:46:40,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,2,2,5,2,5,2,1,1,5,1,1,1,3,3,2,2,2,2
3/17/2026 14:47:43,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,5,2,2,2,2,2,2,2,2,2,3,4,3,1,4,2
3/17/2026 14:48:41,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,2,2,2,2,4,2,2,1,5,1,1,1,4,3,4,2,1,4
3/17/2026 14:50:29,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Accounting,1,4,5,1,4,2,2,2,3,2,2,2,3,3,2,2,2,2
3/17/2026 14:51:27,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,4,2,4,2,2,2,3,3,3,2,3,3,3,2,2,2
3/17/2026 14:52:24,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Accounting,1,2,5,3,2,2,2,2,4,2,2,2,2,2,3,2,2,2
3/17/2026 14:53:54,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 3,B.B.A. (Hons) in Accounting,1,2,1,2,2,2,2,3,3,2,3,1,2,2,2,2,2,2
3/17/2026 14:54:44,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Business Economics,1,2,5,1,5,1,1,1,5,1,1,1,3,3,2,1,1,4
3/17/2026 14:56:26,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,2,2,5,1,2,2,2,2,4,2,2,3,2,2,2,2,3,2
3/17/2026 14:57:45,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,5,1,5,1,1,1,4,1,1,1,2,3,3,2,2,3
3/17/2026 15:02:13,Female,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3
3/17/2026 15:24:46,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,1,2,2,2,2,2,2,3,2,2,2,2,3,3,3,2,2,3
3/17/2026 15:25:22,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,3,4,5,1,2,3,3,4,3,2,3,2,2,2,2,2,2,2
3/17/2026 15:27:15,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,2,2,2,2,2,3,2,3,3,2,2,3,4,4,4,4,4
3/17/2026 15:28:24,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,3,4,3,2,3,4,2,4,4,3,2,2,2,2,3,3,2,2
3/17/2026 15:31:07,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,4,4,1,3,3,3,3,2,2,4,2,2,2,3,5,1,5
3/17/2026 15:32:27,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,3,2,4,2,2,2,3,2,4,2,2,2,3,2,2,3,2,3
3/17/2026 15:32:42,Male,• Single,• Once or twice,Very satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,5,5,2,4,2,2,2,3,2,2,1,3,2,1,2,2,2
3/17/2026 15:34:33,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,1,2,2,2,3,4,2,2,3,2,3,2,3,2,3,3,4,2
3/17/2026 15:34:39,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,4,3,2,3,2,2,3,2,2,4,2,3,3,2,4,3,2
3/17/2026 15:35:57,Female,• Single,• Never,Very satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,3,4,2,3,4,2,2,3,2,3,2,2,3,4,3,2,2
3/17/2026 15:38:39,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,4,5,5,2,2,2,2,2,4,2,4,2,3,4,3,3,2,3
3/17/2026 15:39:00,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,3,4,2,3,2,3,2,3,3,2,3,3,2,3,3,2,2
3/17/2026 15:39:58,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• No,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,4,4,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3
3/17/2026 15:40:25,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,3,4,2,3,2,2,3,2,3,3,2,2,3,2,3,2,3
3/17/2026 15:41:33,Female,• Single,• Never,Very satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,3,3,4,2,3,4,2,3,2,3,3,2,2,2,3,4,3,2
3/17/2026 15:42:00,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,2,2,3,3,3,3,2,3,2,2,4,4,4,2,2,4,2
3/17/2026 15:42:40,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,3,4,2,3,2,3,2,2,3,2,3,3,2,4,4,2,3
3/17/2026 15:43:48,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,2,2,2,2,3,2,4,2,3,3,3,2,4,2,2,2,2
3/17/2026 15:45:26,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,5,5,2,3,2,3,2,3,2,3,2,2,3,3,5,5,1
3/17/2026 15:45:54,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,4,3,2,3,4,2,2,3,2,3,2,3,2,3,2,3,3
3/17/2026 16:14:38,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,4,2,2,1,2,2,2,2,2,2,2,5,2,2,2,3,2
3/17/2026 16:41:06,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,5
3/17/2026 16:47:32,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2
3/17/2026 16:49:32,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,1,5,5,1,4,2,1,2,4,2,2,2,2,2,2,2,2,2
3/17/2026 16:50:32,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,3,4,1,4,3,2,2,2,2,2,3,2,3,2,3,3,2
3/17/2026 16:50:36,Male,• Single,• Three or more times,Dissatisfied,• No,• 22–23,• Year 2,,2,2,2,2,4,3,2,2,5,2,2,1,4,4,4,3,3,1
3/17/2026 16:51:27,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,5,4,2,4,2,2,2,2,2,2,2,3,3,2,2,2,2
3/17/2026 16:53:25,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2
3/17/2026 16:54:08,Female,• Single,• Once or twice,Neither satisfied nor dissatisfied,• No,• 22–23,• Year 2,,2,2,2,2,5,2,2,2,4,2,2,1,3,3,4,2,2,1
3/17/2026 16:54:13,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,1,4,4,2,3,2,2,2,4,2,2,2,2,2,2,2,2,2
3/17/2026 16:54:28,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,3,2,2,2,3,3,2,4,2,2,3,2,2,2,3,3,2
3/17/2026 16:55:10,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,3,3
3/17/2026 16:55:55,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,4,4,2,4,2,2,2,2,2,2,2,3,3,2,2,3,3
3/17/2026 16:56:07,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,2,3,2,3,2,3,2,4,3,3,2,2,2,3,3,2,3
3/17/2026 16:58:21,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,2,3,3,1,2,2,3,4,3,2,3,3,3,2,4,4,3
3/17/2026 16:59:27,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,1,2,3,2,2,3,2,2,3,3,3,2,2,2,2,4,2,3
3/17/2026 17:01:43,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,3,4,2,4,3,3,2,5,3,2,2,2,2,2,2,2,2
3/17/2026 17:03:17,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,2,3,4,3,2,3,3,3,2,3,3,4,3,2,4,2
3/17/2026 17:06:23,Female,• Single,• Never,Very satisfied,• Yes,• 22–23,• Year 2,,2,2,3,2,2,3,2,3,4,4,3,3,2,1,3,1,3,2
3/17/2026 17:08:10,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,2,2,2,2,3,3,2,2,2,2,4,2,2,2,2,3
3/17/2026 17:08:30,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,1,2,3,2,2,3,2,2,2,3,3,2,2,2,3,2,3,3
3/17/2026 17:12:50,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3/17/2026 17:12:52,Male,• Single,• Once or twice,Dissatisfied,• No,• 22–23,• Year 2,,2,2,2,3,4,2,2,1,4,2,2,2,4,4,4,2,2,3
3/17/2026 17:16:38,Female,• Single,• Three or more times,Dissatisfied,• Yes,• 22–23,• Year 2,,2,1,2,3,5,2,2,2,3,3,3,2,3,3,4,2,2,2
3/17/2026 17:18:28,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,2,2,2,4,2,2,2,2,2,2,2,4,3,3,3,2,2
3/17/2026 17:22:25,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2
3/17/2026 17:24:13,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,2,2,2,2,2,3,2,2,2,2,3,4,3,2,2,2
3/17/2026 17:27:21,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,2,2,3,3,2,2,3,2,2,2,4,2,2,4,2,2
3/17/2026 17:29:16,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,2,2,3,3,4,3,3,3,2,2,3,3,3,2,3,3
3/17/2026 17:31:45,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,4,2
3/17/2026 17:33:02,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 2,,2,2,2,2,4,2,2,2,2,2,2,2,4,4,3,3,3,2
3/17/2026 18:08:31,Female,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,4,3,3,5,3,2,3,2,3,3,3,3,2,2,3,4,3,3
3/17/2026 18:24:59,Male,• Single,• Never,Very satisfied,• Yes,• 20–21,• Year 2,,2,2,2,2,2,2,3,2,3,2,2,3,1,4,2,2,3,3
3/17/2026 18:25:55,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,2,2,3,4,2,3,4,2,2,3,2,2,2,4,2,3
3/17/2026 18:26:45,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,4,4,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2
3/17/2026 18:27:39,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,2,2,2,3,2,2,2,3,2,2,2,3,3,3,2,2,3
3/17/2026 18:28:22,Female,• Single,• Never,Very satisfied,• Yes,• 22–23,• Year 2,,2,4,4,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2
3/17/2026 18:29:08,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,1,2,5,5,2,2,2,2,2,2,3,2,4,2,2,2,2,2
3/17/2026 18:30:04,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,4,4,2,4,2,2,2,2,2,2,2,3,3,2,2,2,2
3/17/2026 18:31:16,Male,• Single,• Once or twice,Satisfied,• Yes,• 20–21,• Year 2,,2,4,4,5,4,2,3,2,2,4,2,2,3,2,4,2,2,3
3/17/2026 18:32:16,Male,• Single,• Once or twice,Satisfied,• Yes,• 20–21,• Year 2,,2,3,4,2,4,2,2,4,4,2,2,2,3,3,4,3,3,2
3/17/2026 18:33:09,Female,• Single,• Once or twice,Very satisfied,• Yes,• 22–23,• Year 2,,2,2,2,3,3,2,2,2,4,2,2,3,3,3,3,3,3,2
3/17/2026 18:42:12,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 2,,2,4,4,5,4,2,4,3,3,2,2,2,2,3,3,3,3,3
3/17/2026 18:43:01,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,4,5,1,3,2,3,4,4,2,2,2,3,3,2,4,4,1
3/17/2026 18:45:06,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,4,3,3,3,3,2,3,3,2,3,3,3,3,4,3,2,2
3/17/2026 18:46:53,Male,• Single,• Once or twice,Satisfied,• Yes,• 20–21,• Year 2,,2,5,4,5,4,2,3,2,4,2,2,2,3,3,3,3,2,2
3/17/2026 18:47:53,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,4,2,4,2,2,2,4,2,2,2,3,2,3,2,4,3
3/17/2026 18:48:57,Male,• Married,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 2,,1,4,4,2,4,2,2,3,3,2,2,2,2,3,2,2,2,2
3/17/2026 18:49:45,Male,• Single,• Never,Satisfied,• Yes,• 20–21,• Year 2,,2,2,5,2,3,2,2,4,3,2,2,2,3,2,2,2,3,2
3/17/2026 18:51:01,Male,• Single,• Once or twice,Satisfied,• No,• 22–23,• Year 2,,2,4,4,2,3,2,2,3,2,3,3,2,3,3,3,3,3,3
3/17/2026 18:51:57,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,4,4,2,4,3,2,3,3,2,2,1,4,2,4,1,1,5
3/17/2026 18:53:37,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,4,4,3,4,2,2,3,4,2,3,2,3,4,3,2,3,4
3/17/2026 18:54:32,Male,• Married,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,2,4,5,4,2,2,4,2,2,4,3,3,3,2,2,2,2
3/17/2026 18:58:47,Male,• Single,• Once or twice,Satisfied,• No,• 22–23,• Year 2,,2,5,5,5,5,3,3,2,4,2,2,2,3,4,2,3,3,2
3/17/2026 20:07:16,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Business Economics,3,1,2,4,3,2,2,2,2,2,2,2,1,1,1,1,1,1
3/17/2026 21:20:32,Female,• Single,• Once or twice,Dissatisfied,• No,• 22–23,• Year 4,B.B.A. (Hons) in International Business,3,2,2,2,4,1,1,1,5,2,1,1,3,3,4,2,2,2
3/18/2026 0:16:18,Male,• Single,• Three or more times,Very dissatisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Business Administration,4,3,2,4,3,2,2,4,3,3,4,3,3,4,4,4,4,2
3/18/2026 0:48:47,Male,• Single,• Once or twice,Satisfied,• Yes,• 20–21,• Year 2,,3,3,4,4,2,1,1,2,2,2,2,2,2,4,3,4,3,2
3/18/2026 7:11:50,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Business Economics,4,4,4,4,3,3,3,3,3,3,4,3,2,2,3,4,4,4
3/18/2026 9:33:52,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Finance,1,2,2,2,2,1,2,2,2,2,2,1,3,3,2,1,2,1
3/18/2026 9:35:54,Male,• Single,• Once or twice,Satisfied,• No,• 22–23,• Year 3,B.B.A. (Hons) in Finance,1,1,1,2,3,1,1,2,2,1,1,1,4,4,4,1,1,2
3/18/2026 9:38:10,Male,• Single,• Never,Satisfied,• No,• 22–23,• Year 3,B.B.A. (Hons) in Finance,1,2,2,2,4,2,2,2,2,2,2,1,2,2,4,1,2,2
3/18/2026 9:55:31,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Human Resource Management,2,5,5,1,3,2,4,4,3,3,3,2,3,2,3,3,4,2
3/18/2026 9:56:14,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,5,5,2,3,2,3,4,5,2,2,1,2,3,3,4,2,3
3/18/2026 9:57:09,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,5,5,5,4,4,4,3,4,2,2,2,3,3,4,2,2,2
3/18/2026 10:04:41,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Finance,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,1,3,1
3/18/2026 10:18:18,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,4,4,2,3,3,2,2,4,3,3,1,4,2,4,1,5,5
3/18/2026 10:19:23,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,2,5,2,3,2,2,3,4,2,2,2,2,3,4,2,2,2
3/18/2026 12:05:34,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,4,5,5,3,2,4,3,4,3,3,2,2,2,3,2,4,5
3/18/2026 12:06:31,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,3,5,1,3,2,3,2,2,3,3,2,4,3,3,2,3,2
3/18/2026 13:57:40,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,4,5,2,3,2,2,3,5,2,2,2,4,2,4,2,2,2
3/18/2026 16:37:18,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Finance,2,2,2,1,4,1,1,1,2,1,1,1,2,2,4,2,2,2
3/18/2026 16:38:52,Female,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Finance,1,1,1,1,4,1,1,1,4,1,1,1,4,4,4,1,1,1
3/18/2026 16:40:36,Male,• Single,• Never,Very satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Finance,2,2,2,2,3,2,2,2,2,2,2,1,2,2,3,5,4,3
3/18/2026 18:48:29,Female,• Single,• Never,Dissatisfied,• Yes,• 24–25,• Year 3,B.B.A. (Hons) in Finance,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
3/18/2026 18:56:58,Female,• Single,• Never,Dissatisfied,• Yes,• 24–25,• Year 3,B.B.A. (Hons) in Finance,1,1,1,1,5,1,1,1,1,1,1,1,2,1,5,1,3,1
3/18/2026 18:59:55,Female,• Single,• Never,Very dissatisfied,• Yes,• 24–25,• Year 3,B.B.A. (Hons) in Finance,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1
3/18/2026 19:15:06,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Business Economics,3,2,2,5,2,1,1,1,1,2,3,1,1,1,2,3,3,1
3/18/2026 20:31:15,Male,• Single,• Three or more times,Neither satisfied nor dissatisfied,• No,• 24–25,• Year 3,B.B.A. (Hons) in International Business,2,1,1,2,4,2,1,1,4,1,1,1,3,4,4,2,1,1
3/18/2026 20:32:45,Male,• Single,• Once or twice,Dissatisfied,• No,• 24–25,• Year 3,B.B.A. (Hons) in International Business,1,1,1,1,5,2,1,1,5,1,2,1,5,5,5,1,1,1
3/18/2026 20:37:10,Female,• Married,• Once or twice,Satisfied,• Yes,• 24–25,• Year 3,B.B.A. (Hons) in International Business,2,3,2,3,4,2,2,2,3,2,2,2,3,3,4,2,2,2
3/18/2026 20:50:10,Female,• Single,• Three or more times,Neither satisfied nor dissatisfied,• No,• 24–25,• Year 3,B.B.A. (Hons) in International Business,2,2,2,3,4,2,2,2,4,2,3,2,3,3,3,2,2,2
3/18/2026 20:51:23,Male,• Single,• Three or more times,Neither satisfied nor dissatisfied,• No,• 24–25,• Year 3,B.B.A. (Hons) in International Business,2,2,2,2,4,2,2,1,4,2,2,2,4,4,4,3,2,2
3/19/2026 9:15:46,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,5,4,2,4,2,2,4,4,2,3,1,4,2,3,4,4,4
3/19/2026 9:16:40,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 2,,2,5,5,3,4,2,2,3,4,2,2,2,2,4,2,3,4,1
3/19/2026 9:17:46,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 2,,2,4,5,2,4,2,2,2,4,2,2,2,3,3,4,4,2,1
